Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_pct,net_total,days_since_purchase
Europe,Ukraine,Household,Offline,L,2012-08-22,868320167,2012-08-28,4088,668.27,502.54,2731887.76,2054383.52,677504.24,2012-08-22,868320167,Household,668.27,4088,NOCOUP,Ukraine,0,2731887.76,4786
Australia and Oceania,Palau,Meat,Online,L,2012-09-15,572232186,2012-10-11,5075,421.89,364.69,2141091.75,1850801.75,290290.0,2012-09-15,572232186,Meat,421.89,5075,NOCOUP,Palau,0,2141091.75,4762
Europe,Czech Republic,Cereal,Offline,H,2017-02-03,775321757,2017-02-25,3792,205.7,117.11,780014.4,444081.12,335933.28,2017-02-03,775321757,Cereal,205.7,3792,NOCOUP,Czech Republic,0,780014.3999999999,3160
Middle East and North Africa,Lebanon,Household,Offline,C,2010-06-19,194825208,2010-07-24,1963,668.27,502.54,1311814.01,986486.02,325327.99,2010-06-19,194825208,Household,668.27,1963,SAVE15,Lebanon,15,1115041.9085,5581
Central America and the Caribbean,Belize,Household,Online,C,2012-08-18,318291366,2012-09-27,8343,668.27,502.54,5575376.61,4192691.22,1382685.39,2012-08-18,318291366,Household,668.27,8343,SAVE15,Belize,15,4739070.118499999,4790
Europe,Belgium,Vegetables,Online,C,2014-03-03,453581559,2014-03-31,3718,154.06,90.93,572795.08,338077.74,234717.34,2014-03-03,453581559,Vegetables,154.06,3718,NOCOUP,Belgium,0,572795.08,4228
Sub-Saharan Africa,Angola,Snacks,Online,M,2010-07-08,878869616,2010-08-06,5905,152.58,97.44,900984.9,575383.2,325601.7,2010-07-08,878869616,Snacks,152.58,5905,SAVE10,Angola,10,810886.41,5562
Sub-Saharan Africa,Malawi,Cosmetics,Offline,L,2013-04-26,592641866,2013-05-29,4753,437.2,263.33,2078011.6,1251607.49,826404.11,2013-04-26,592641866,Cosmetics,437.2,4753,NOCOUP,Malawi,0,2078011.5999999999,4539
Europe,Andorra,Meat,Offline,M,2016-05-07,463697135,2016-05-27,7141,421.89,364.69,3012716.49,2604251.29,408465.2,2016-05-07,463697135,Meat,421.89,7141,SAVE10,Andorra,10,2711444.841,3432
Europe,United Kingdom,Personal Care,Offline,H,2014-06-14,981146752,2014-07-20,1982,81.73,56.67,161988.86,112319.94,49668.92,2014-06-14,981146752,Personal Care,81.73,1982,VIP20,London,20,129591.08800000002,4125
Europe,Georgia,Office Supplies,Offline,L,2014-11-21,904414546,2014-12-01,5217,651.21,524.96,3397362.57,2738716.32,658646.25,2014-11-21,904414546,Office Supplies,651.21,5217,NOCOUP,Georgia,0,3397362.5700000003,3965
Europe,Spain,Household,Offline,M,2010-11-06,413236844,2010-12-15,4820,668.27,502.54,3221061.4,2422242.8,798818.6,2010-11-06,413236844,Household,668.27,4820,SAVE10,Spain,10,2898955.26,5441
Asia,South Korea,Cosmetics,Online,L,2015-07-07,657662475,2015-07-12,5796,437.2,263.33,2534011.2,1526260.68,1007750.52,2015-07-07,657662475,Cosmetics,437.2,5796,NOCOUP,South Korea,0,2534011.1999999997,3737
Asia,Indonesia,Office Supplies,Online,M,2012-11-02,608052766,2012-11-08,5181,651.21,524.96,3373919.01,2719817.76,654101.25,2012-11-02,608052766,Office Supplies,651.21,5181,SAVE10,Indonesia,10,3036527.109,4714
Sub-Saharan Africa,Mauritius ,Cereal,Offline,L,2014-05-08,205081546,2014-06-03,7042,205.7,117.11,1448539.4,824688.62,623850.78,2014-05-08,205081546,Cereal,205.7,7042,NOCOUP,Mauritius ,0,1448539.4,4162
Sub-Saharan Africa,Burundi,Meat,Offline,L,2017-06-29,809735143,2017-07-11,7478,421.89,364.69,3154893.42,2727151.82,427741.6,2017-06-29,809735143,Meat,421.89,7478,NOCOUP,Burundi,0,3154893.42,3014
Europe,Bulgaria,Cereal,Online,C,2016-12-27,253312385,2016-12-29,9619,205.7,117.11,1978628.3,1126481.09,852147.21,2016-12-27,253312385,Cereal,205.7,9619,NOCOUP,Bulgaria,0,1978628.2999999998,3198
Middle East and North Africa,Tunisia ,Cosmetics,Offline,H,2016-03-14,487424600,2016-04-30,8626,437.2,263.33,3771287.2,2271484.58,1499802.62,2016-03-14,487424600,Cosmetics,437.2,8626,SAVE15,Tunisia ,15,3205594.1199999996,3486
Europe,Poland,Baby Food,Online,C,2015-10-07,833995616,2015-11-08,6691,255.28,159.42,1708078.48,1066679.22,641399.26,2015-10-07,833995616,Baby Food,255.28,6691,SAVE10,Poland,10,1537270.632,3645
Sub-Saharan Africa,Guinea-Bissau,Household,Online,M,2017-05-23,235261762,2017-06-01,8038,668.27,502.54,5371554.26,4039416.52,1332137.74,2017-05-23,235261762,Household,668.27,8038,SAVE10,Guinea-Bissau,10,4834398.834,3051
Europe,Montenegro,Office Supplies,Offline,H,2012-06-27,403771865,2012-07-17,3922,651.21,524.96,2554045.62,2058893.12,495152.5,2012-06-27,403771865,Office Supplies,651.21,3922,NOCOUP,Montenegro,0,2554045.62,4842
Central America and the Caribbean,Belize,Baby Food,Offline,H,2016-04-01,872387254,2016-04-16,7630,255.28,159.42,1947786.4,1216374.6,731411.8,2016-04-01,872387254,Baby Food,255.28,7630,SAVE10,Belize,10,1753007.76,3468
Sub-Saharan Africa,Burundi,Meat,Online,C,2010-11-08,344281756,2010-12-15,9477,421.89,364.69,3998251.53,3456167.13,542084.4,2010-11-08,344281756,Meat,421.89,9477,NOCOUP,Burundi,0,3998251.53,5439
Middle East and North Africa,Iraq,Personal Care,Offline,M,2017-05-31,742941701,2017-07-10,1814,81.73,56.67,148258.22,102799.38,45458.84,2017-05-31,742941701,Personal Care,81.73,1814,SAVE10,Iraq,10,133432.39800000002,3043
Sub-Saharan Africa,Senegal,Fruits,Online,M,2016-06-14,462165915,2016-06-29,4020,9.33,6.92,37506.6,27818.4,9688.2,2016-06-14,462165915,Fruits,9.33,4020,SAVE10,Senegal,10,33755.94,3394
